version,N,M,runtime,problemSize,bandwith
Reduction,256,128,0.00021,0.132608,0.631467
Sequentiel,256,128,3.3e-05,0.265216,8.03685
Basic,256,128,0.000195,0.265216,1.36008
Atomic,256,128,0.000154,0.132608,0.861091
Partial_reduction,256,128,0.000125,0.132608,1.06086
Reduction,256,128,0.000166,0.132608,0.798843
Sequentiel,256,128,3.6e-05,0.265216,7.36711
Basic,256,128,0.000149,0.265216,1.77997
Atomic,256,128,0.000247,0.132608,0.536874
Partial_reduction,256,128,0.000106,0.132608,1.25102
Reduction,256,128,0.000159,0.132608,0.834013
Sequentiel,256,128,5.1e-05,0.265216,5.20031
Basic,256,128,0.00018,0.265216,1.47342
Atomic,256,128,0.000196,0.132608,0.676571
Partial_reduction,256,128,0.000108,0.132608,1.22785
Reduction,256,128,0.000372,0.132608,0.356473
Sequentiel,256,128,3.2e-05,0.265216,8.288
Basic,256,128,0.000208,0.265216,1.27508
Atomic,256,128,0.000147,0.132608,0.902095
Partial_reduction,256,128,0.000151,0.132608,0.878199
Reduction,256,128,0.000162,0.132608,0.818568
Sequentiel,256,128,3.1e-05,0.265216,8.55535
Basic,256,128,0.00022,0.265216,1.20553
Atomic,256,128,0.000152,0.132608,0.872421
Partial_reduction,256,128,0.000153,0.132608,0.866719
Reduction,256,128,0.000174,0.132608,0.762115
Sequentiel,256,128,3.5e-05,0.265216,7.5776
Basic,256,128,0.000166,0.265216,1.59769
Atomic,256,128,0.000139,0.132608,0.954014
Partial_reduction,256,128,0.00012,0.132608,1.10507
Reduction,256,128,0.000162,0.132608,0.818568
Sequentiel,256,128,3.1e-05,0.265216,8.55535
Basic,256,128,0.000186,0.265216,1.42589
Atomic,256,128,0.000179,0.132608,0.740827
Partial_reduction,256,128,0.000122,0.132608,1.08695
Reduction,256,128,0.000301,0.132608,0.440558
Sequentiel,256,128,3.4e-05,0.265216,7.80047
Basic,256,128,0.000167,0.265216,1.58812
Atomic,256,128,0.000154,0.132608,0.861091
Partial_reduction,256,128,0.000165,0.132608,0.803685
Reduction,256,128,0.000345,0.132608,0.384371
Sequentiel,256,128,5.8e-05,0.265216,4.57269
Basic,256,128,0.000175,0.265216,1.51552
Atomic,256,128,0.000215,0.132608,0.616781
Partial_reduction,256,128,0.000142,0.132608,0.933859
Reduction,256,128,0.000215,0.132608,0.616781
Sequentiel,256,128,3.3e-05,0.265216,8.03685
Basic,256,128,0.00023,0.265216,1.15311
Atomic,256,128,0.000156,0.132608,0.850051
Partial_reduction,256,128,0.000133,0.132608,0.997053
Reduction,256,128,0.000204,0.132608,0.650039
Sequentiel,256,128,3.5e-05,0.265216,7.5776
Basic,256,128,0.000277,0.265216,0.957458
Atomic,256,128,0.000154,0.132608,0.861091
Partial_reduction,256,128,0.000239,0.132608,0.554845
Reduction,256,128,0.00016,0.132608,0.8288
Sequentiel,256,128,3.7e-05,0.265216,7.168
Basic,256,128,0.000159,0.265216,1.66803
Atomic,256,128,0.000143,0.132608,0.927329
Partial_reduction,256,128,0.00016,0.132608,0.8288
Reduction,256,128,0.000167,0.132608,0.79406
Sequentiel,256,128,3.2e-05,0.265216,8.288
Basic,256,128,0.000181,0.265216,1.46528
Atomic,256,128,0.000134,0.132608,0.989612
Partial_reduction,256,128,0.000126,0.132608,1.05244
Reduction,256,128,0.000373,0.132608,0.355517
Sequentiel,256,128,4.9e-05,0.265216,5.41257
Basic,256,128,0.000249,0.265216,1.06512
Atomic,256,128,0.000246,0.132608,0.539057
Partial_reduction,256,128,0.000211,0.132608,0.628474
Reduction,256,128,0.000182,0.132608,0.728615
Sequentiel,256,128,3.4e-05,0.265216,7.80047
Basic,256,128,0.000216,0.265216,1.22785
Atomic,256,128,0.000159,0.132608,0.834013
Partial_reduction,256,128,0.000158,0.132608,0.839291
Reduction,256,128,0.000372,0.132608,0.356473
Sequentiel,256,128,3.9e-05,0.265216,6.80041
Basic,256,128,0.00017,0.265216,1.56009
Atomic,256,128,0.000179,0.132608,0.740827
Partial_reduction,256,128,0.000149,0.132608,0.889987
Reduction,256,128,0.00015,0.132608,0.884053
Sequentiel,256,128,3.2e-05,0.265216,8.288
Basic,256,128,0.000177,0.265216,1.4984
Atomic,256,128,0.000137,0.132608,0.967942
Partial_reduction,256,128,0.000132,0.132608,1.00461
Reduction,256,128,0.000205,0.132608,0.646868
Sequentiel,256,128,3.5e-05,0.265216,7.5776
Basic,256,128,0.000167,0.265216,1.58812
Atomic,256,128,0.000173,0.132608,0.76652
Partial_reduction,256,128,0.000127,0.132608,1.04416
Reduction,256,128,0.00019,0.132608,0.697937
Sequentiel,256,128,3.4e-05,0.265216,7.80047
Basic,256,128,0.000194,0.265216,1.36709
Atomic,256,128,0.000175,0.132608,0.75776
Partial_reduction,256,128,0.000246,0.132608,0.539057
Reduction,256,128,0.000161,0.132608,0.823652
Sequentiel,256,128,3.4e-05,0.265216,7.80047
Basic,256,128,0.00016,0.265216,1.6576
Atomic,256,128,0.000172,0.132608,0.770977
Partial_reduction,256,128,0.000129,0.132608,1.02797
Reduction,256,128,0.000411,0.132608,0.322647
Sequentiel,256,128,5e-05,0.265216,5.30432
Basic,256,128,0.000187,0.265216,1.41827
Atomic,256,128,0.000189,0.132608,0.70163
Partial_reduction,256,128,0.000133,0.132608,0.997053
Reduction,256,128,0.000272,0.132608,0.487529
Sequentiel,256,128,3.5e-05,0.265216,7.5776
Basic,256,128,0.000298,0.265216,0.889987
Atomic,256,128,0.000192,0.132608,0.690667
Partial_reduction,256,128,0.000107,0.132608,1.23933
Reduction,256,128,0.000174,0.132608,0.762115
Sequentiel,256,128,4.4e-05,0.265216,6.02764
Basic,256,128,0.000351,0.265216,0.755601
Atomic,256,128,0.000161,0.132608,0.823652
Partial_reduction,256,128,0.0002,0.132608,0.66304
Reduction,256,128,0.000178,0.132608,0.744989
Sequentiel,256,128,3.5e-05,0.265216,7.5776
Basic,256,128,0.000184,0.265216,1.44139
Atomic,256,128,0.000153,0.132608,0.866719
Partial_reduction,256,128,0.000104,0.132608,1.27508
Reduction,256,128,0.000262,0.132608,0.506137
Sequentiel,256,128,3.1e-05,0.265216,8.55535
Basic,256,128,0.000221,0.265216,1.20007
Atomic,256,128,0.000156,0.132608,0.850051
Partial_reduction,256,128,0.00015,0.132608,0.884053
Reduction,256,128,0.000255,0.132608,0.520031
Sequentiel,256,128,3.7e-05,0.265216,7.168
Basic,256,128,0.000268,0.265216,0.989612
Atomic,256,128,0.000187,0.132608,0.709134
Partial_reduction,256,128,0.000233,0.132608,0.569133
Reduction,256,128,0.00019,0.132608,0.697937
Sequentiel,256,128,3.6e-05,0.265216,7.36711
Basic,256,128,0.00019,0.265216,1.39587
Atomic,256,128,0.000149,0.132608,0.889987
Partial_reduction,256,128,0.000132,0.132608,1.00461
Reduction,256,128,0.000199,0.132608,0.666372
Sequentiel,256,128,3.3e-05,0.265216,8.03685
Basic,256,128,0.000178,0.265216,1.48998
Atomic,256,128,0.000135,0.132608,0.982282
Partial_reduction,256,128,0.000107,0.132608,1.23933
Reduction,256,128,0.000148,0.132608,0.896
Sequentiel,256,128,3.3e-05,0.265216,8.03685
Basic,256,128,0.000287,0.265216,0.924098
Atomic,256,128,0.000247,0.132608,0.536874
Partial_reduction,256,128,0.000117,0.132608,1.1334
Reduction,256,128,0.000181,0.132608,0.732641
Sequentiel,256,128,3.8e-05,0.265216,6.97937
Basic,256,128,0.00019,0.265216,1.39587
Atomic,256,128,0.000177,0.132608,0.749198
Partial_reduction,256,128,0.000138,0.132608,0.960927
Reduction,256,128,0.000194,0.132608,0.683546
Sequentiel,256,128,3.4e-05,0.265216,7.80047
Basic,256,128,0.000181,0.265216,1.46528
Atomic,256,128,0.00015,0.132608,0.884053
Partial_reduction,256,128,0.000108,0.132608,1.22785
Reduction,256,128,0.000157,0.132608,0.844637
Sequentiel,256,128,3.3e-05,0.265216,8.03685
Basic,256,128,0.000218,0.265216,1.21659
Atomic,256,128,0.000153,0.132608,0.866719
Partial_reduction,256,128,0.000153,0.132608,0.866719
Reduction,256,128,0.000307,0.132608,0.431948
Sequentiel,256,128,4.1e-05,0.265216,6.46868
Basic,256,128,0.000288,0.265216,0.920889
Atomic,256,128,0.000306,0.132608,0.433359
Partial_reduction,256,128,0.000127,0.132608,1.04416
Reduction,256,128,0.000156,0.132608,0.850051
Sequentiel,256,128,3.4e-05,0.265216,7.80047
Basic,256,128,0.000432,0.265216,0.613926
Atomic,256,128,0.000193,0.132608,0.687088
Partial_reduction,256,128,0.0003,0.132608,0.442027
Reduction,256,128,0.000232,0.132608,0.571586
Sequentiel,256,128,3.2e-05,0.265216,8.288
Basic,256,128,0.000193,0.265216,1.37418
Atomic,256,128,0.000204,0.132608,0.650039
Partial_reduction,256,128,0.000115,0.132608,1.15311
Reduction,256,128,0.000331,0.132608,0.400628
Sequentiel,256,128,3.6e-05,0.265216,7.36711
Basic,256,128,0.000288,0.265216,0.920889
Atomic,256,128,0.000186,0.132608,0.712946
Partial_reduction,256,128,0.000169,0.132608,0.784663
Reduction,256,128,0.000153,0.132608,0.866719
Sequentiel,256,128,8.8e-05,0.265216,3.01382
Basic,256,128,0.00027,0.265216,0.982281
Atomic,256,128,0.000184,0.132608,0.720696
Partial_reduction,256,128,0.000123,0.132608,1.07811
Reduction,256,128,0.000214,0.132608,0.619664
Sequentiel,256,128,3.7e-05,0.265216,7.168
Basic,256,128,0.000197,0.265216,1.34627
Atomic,256,128,0.000145,0.132608,0.914538
Partial_reduction,256,128,0.000121,0.132608,1.09593
Reduction,256,128,0.000207,0.132608,0.640618
Sequentiel,256,128,5.4e-05,0.265216,4.91141
Basic,256,128,0.000177,0.265216,1.4984
Atomic,256,128,0.000157,0.132608,0.844637
Partial_reduction,256,128,0.000124,0.132608,1.06942
Reduction,256,128,0.000221,0.132608,0.600036
Sequentiel,256,128,3.1e-05,0.265216,8.55535
Basic,256,128,0.000162,0.265216,1.63714
Atomic,256,128,0.000258,0.132608,0.513985
Partial_reduction,256,128,0.00013,0.132608,1.02006
Reduction,256,128,0.000181,0.132608,0.732641
Sequentiel,256,128,4.1e-05,0.265216,6.46868
Basic,256,128,0.000175,0.265216,1.51552
Atomic,256,128,0.00015,0.132608,0.884053
Partial_reduction,256,128,0.000119,0.132608,1.11435
Reduction,256,128,0.000176,0.132608,0.753455
Sequentiel,256,128,3.5e-05,0.265216,7.5776
Basic,256,128,0.000191,0.265216,1.38857
Atomic,256,128,0.000158,0.132608,0.839291
Partial_reduction,256,128,0.000309,0.132608,0.429152
Reduction,256,128,0.000258,0.132608,0.513985
Sequentiel,256,128,3.3e-05,0.265216,8.03685
Basic,256,128,0.000182,0.265216,1.45723
Atomic,256,128,0.000155,0.132608,0.855535
Partial_reduction,256,128,0.000124,0.132608,1.06942
Reduction,256,128,0.000167,0.132608,0.79406
Sequentiel,256,128,3.3e-05,0.265216,8.03685
Basic,256,128,0.000348,0.265216,0.762115
Atomic,256,128,0.000159,0.132608,0.834013
Partial_reduction,256,128,0.000122,0.132608,1.08695
Reduction,256,128,0.000169,0.132608,0.784663
Sequentiel,256,128,3.7e-05,0.265216,7.168
Basic,256,128,0.000191,0.265216,1.38857
Atomic,256,128,0.000141,0.132608,0.940482
Partial_reduction,256,128,0.000125,0.132608,1.06086
Reduction,256,128,0.000178,0.132608,0.744989
Sequentiel,256,128,4.5e-05,0.265216,5.89369
Basic,256,128,0.0002,0.265216,1.32608
Atomic,256,128,0.000141,0.132608,0.940482
Partial_reduction,256,128,0.00014,0.132608,0.9472
Reduction,256,128,0.000355,0.132608,0.373544
Sequentiel,256,128,3.5e-05,0.265216,7.5776
Basic,256,128,0.000179,0.265216,1.48165
Atomic,256,128,0.000262,0.132608,0.506137
Partial_reduction,256,128,0.000128,0.132608,1.036
Reduction,256,128,0.000189,0.132608,0.70163
Sequentiel,256,128,3.2e-05,0.265216,8.288
Basic,256,128,0.000182,0.265216,1.45723
Atomic,256,128,0.00019,0.132608,0.697937
Partial_reduction,256,128,0.000119,0.132608,1.11435
Reduction,256,128,0.000314,0.132608,0.422318
Sequentiel,256,128,3.4e-05,0.265216,7.80047
Basic,256,128,0.00017,0.265216,1.56009
Atomic,256,128,0.000234,0.132608,0.566701
Partial_reduction,256,128,0.000187,0.132608,0.709134
Reduction,256,128,0.000164,0.132608,0.808585
Sequentiel,256,128,3.1e-05,0.265216,8.55535
Basic,256,128,0.000206,0.265216,1.28746
Atomic,256,128,0.000146,0.132608,0.908274
Partial_reduction,256,128,0.000103,0.132608,1.28746
Reduction,256,128,0.000233,0.132608,0.569133
Sequentiel,256,128,3.9e-05,0.265216,6.80041
Basic,256,128,0.000345,0.265216,0.768742
Atomic,256,128,0.000172,0.132608,0.770977
Partial_reduction,256,128,0.000317,0.132608,0.418322
Reduction,256,128,0.000176,0.132608,0.753455
Sequentiel,256,128,3.5e-05,0.265216,7.5776
Basic,256,128,0.000267,0.265216,0.993318
Atomic,256,128,0.000129,0.132608,1.02797
Partial_reduction,256,128,0.000116,0.132608,1.14317
Reduction,256,128,0.000226,0.132608,0.586761
Sequentiel,256,128,4.7e-05,0.265216,5.64289
Basic,256,128,0.000181,0.265216,1.46528
Atomic,256,128,0.000151,0.132608,0.878199
Partial_reduction,256,128,0.000104,0.132608,1.27508
Reduction,256,128,0.000194,0.132608,0.683546
Sequentiel,256,128,5.5e-05,0.265216,4.82211
Basic,256,128,0.000181,0.265216,1.46528
Atomic,256,128,0.00019,0.132608,0.697937
Partial_reduction,256,128,0.000109,0.132608,1.21659
Reduction,256,128,0.000165,0.132608,0.803685
Sequentiel,256,128,4.1e-05,0.265216,6.46868
Basic,256,128,0.000572,0.265216,0.463664
Atomic,256,128,0.000147,0.132608,0.902095
Partial_reduction,256,128,0.000125,0.132608,1.06086
Reduction,256,128,0.000178,0.132608,0.744989
Sequentiel,256,128,3e-05,0.265216,8.84053
Basic,256,128,0.000191,0.265216,1.38857
Atomic,256,128,0.000257,0.132608,0.515984
Partial_reduction,256,128,0.000151,0.132608,0.878199
Reduction,256,128,0.000397,0.132608,0.334025
Sequentiel,256,128,3.7e-05,0.265216,7.168
Basic,256,128,0.000222,0.265216,1.19467
Atomic,256,128,0.000343,0.132608,0.386612
Partial_reduction,256,128,0.000109,0.132608,1.21659
Reduction,256,128,0.000307,0.132608,0.431948
Sequentiel,256,128,4.3e-05,0.265216,6.16781
Basic,256,128,0.000187,0.265216,1.41827
Atomic,256,128,0.000241,0.132608,0.550241
Partial_reduction,256,128,0.000143,0.132608,0.927329
Reduction,256,128,0.000167,0.132608,0.79406
Sequentiel,256,128,3.1e-05,0.265216,8.55535
Basic,256,128,0.000172,0.265216,1.54195
Atomic,256,128,0.000155,0.132608,0.855535
Partial_reduction,256,128,0.000201,0.132608,0.659741
Reduction,256,128,0.000365,0.132608,0.36331
Sequentiel,256,128,3.3e-05,0.265216,8.03685
Basic,256,128,0.000169,0.265216,1.56933
Atomic,256,128,0.000257,0.132608,0.515984
Partial_reduction,256,128,0.000133,0.132608,0.997053
Reduction,256,128,0.000151,0.132608,0.878199
Sequentiel,256,128,3.2e-05,0.265216,8.288
Basic,256,128,0.000168,0.265216,1.57867
Atomic,256,128,0.000216,0.132608,0.613926
Partial_reduction,256,128,0.00011,0.132608,1.20553
Reduction,256,128,0.000337,0.132608,0.393496
Sequentiel,256,128,8.9e-05,0.265216,2.97996
Basic,256,128,0.000172,0.265216,1.54195
Atomic,256,128,0.000146,0.132608,0.908274
Partial_reduction,256,128,0.00011,0.132608,1.20553
Reduction,256,128,0.000244,0.132608,0.543475
Sequentiel,256,128,3.9e-05,0.265216,6.80041
Basic,256,128,0.000178,0.265216,1.48998
Atomic,256,128,0.000254,0.132608,0.522079
Partial_reduction,256,128,0.000147,0.132608,0.902095
Reduction,256,128,0.000195,0.132608,0.680041
Sequentiel,256,128,3e-05,0.265216,8.84053
Basic,256,128,0.000299,0.265216,0.88701
Atomic,256,128,0.000155,0.132608,0.855535
Partial_reduction,256,128,0.000133,0.132608,0.997053
Reduction,256,128,0.000172,0.132608,0.770977
Sequentiel,256,128,3.5e-05,0.265216,7.5776
Basic,256,128,0.000173,0.265216,1.53304
Atomic,256,128,0.000165,0.132608,0.803685
Partial_reduction,256,128,0.000104,0.132608,1.27508
Reduction,256,128,0.000166,0.132608,0.798843
Sequentiel,256,128,4.7e-05,0.265216,5.64289
Basic,256,128,0.000155,0.265216,1.71107
Atomic,256,128,0.000133,0.132608,0.997053
Partial_reduction,256,128,0.000103,0.132608,1.28746
Reduction,256,128,0.000361,0.132608,0.367335
Sequentiel,256,128,4e-05,0.265216,6.6304
Basic,256,128,0.000272,0.265216,0.975059
Atomic,256,128,0.000245,0.132608,0.541257
Partial_reduction,256,128,0.000335,0.132608,0.395845
Reduction,256,128,0.000156,0.132608,0.850051
Sequentiel,256,128,3.3e-05,0.265216,8.03685
Basic,256,128,0.000157,0.265216,1.68927
Atomic,256,128,0.000185,0.132608,0.7168
Partial_reduction,256,128,0.000122,0.132608,1.08695
Reduction,256,128,0.000161,0.132608,0.823652
Sequentiel,256,128,3e-05,0.265216,8.84053
Basic,256,128,0.000151,0.265216,1.7564
Atomic,256,128,0.000196,0.132608,0.676571
Partial_reduction,256,128,0.000149,0.132608,0.889987
Reduction,256,128,0.0002,0.132608,0.66304
Sequentiel,256,128,4.4e-05,0.265216,6.02764
Basic,256,128,0.000184,0.265216,1.44139
Atomic,256,128,0.000137,0.132608,0.967942
Partial_reduction,256,128,0.000183,0.132608,0.724634
Reduction,256,128,0.000231,0.132608,0.574061
Sequentiel,256,128,3.6e-05,0.265216,7.36711
Basic,256,128,0.0002,0.265216,1.32608
Atomic,256,128,0.000191,0.132608,0.694283
Partial_reduction,256,128,0.000116,0.132608,1.14317
Reduction,256,128,0.000188,0.132608,0.705362
Sequentiel,256,128,3.3e-05,0.265216,8.03685
Basic,256,128,0.000191,0.265216,1.38857
Atomic,256,128,0.000281,0.132608,0.471915
Partial_reduction,256,128,0.000151,0.132608,0.878199
Reduction,256,128,0.000157,0.132608,0.844637
Sequentiel,256,128,4e-05,0.265216,6.6304
Basic,256,128,0.000218,0.265216,1.21659
Atomic,256,128,0.00016,0.132608,0.8288
Partial_reduction,256,128,0.000108,0.132608,1.22785
Reduction,256,128,0.000265,0.132608,0.500408
Sequentiel,256,128,4.4e-05,0.265216,6.02764
Basic,256,128,0.000173,0.265216,1.53304
Atomic,256,128,0.000142,0.132608,0.933859
Partial_reduction,256,128,0.000108,0.132608,1.22785
Reduction,256,128,0.000245,0.132608,0.541257
Sequentiel,256,128,3.5e-05,0.265216,7.5776
Basic,256,128,0.000288,0.265216,0.920889
Atomic,256,128,0.000374,0.132608,0.354567
Partial_reduction,256,128,0.000143,0.132608,0.927329
Reduction,256,128,0.00018,0.132608,0.736711
Sequentiel,256,128,5.1e-05,0.265216,5.20031
Basic,256,128,0.000182,0.265216,1.45723
Atomic,256,128,0.000184,0.132608,0.720696
Partial_reduction,256,128,0.000122,0.132608,1.08695
Reduction,256,128,0.000261,0.132608,0.508077
Sequentiel,256,128,3.9e-05,0.265216,6.80041
Basic,256,128,0.000175,0.265216,1.51552
Atomic,256,128,0.000153,0.132608,0.866719
Partial_reduction,256,128,0.000256,0.132608,0.518
Reduction,256,128,0.000177,0.132608,0.749198
Sequentiel,256,128,3.2e-05,0.265216,8.288
Basic,256,128,0.000161,0.265216,1.6473
Atomic,256,128,0.000145,0.132608,0.914538
Partial_reduction,256,128,0.000128,0.132608,1.036
Reduction,256,128,0.000145,0.132608,0.914538
Sequentiel,256,128,4.9e-05,0.265216,5.41257
Basic,256,128,0.000175,0.265216,1.51552
Atomic,256,128,0.000152,0.132608,0.872421
Partial_reduction,256,128,0.000134,0.132608,0.989612
Reduction,256,128,0.000175,0.132608,0.75776
Sequentiel,256,128,3.2e-05,0.265216,8.288
Basic,256,128,0.000183,0.265216,1.44927
Atomic,256,128,0.000264,0.132608,0.502303
Partial_reduction,256,128,0.000119,0.132608,1.11435
Reduction,256,128,0.000146,0.132608,0.908274
Sequentiel,256,128,4.7e-05,0.265216,5.64289
Basic,256,128,0.000305,0.265216,0.869561
Atomic,256,128,0.000263,0.132608,0.504213
Partial_reduction,256,128,0.000119,0.132608,1.11435
Reduction,256,128,0.000161,0.132608,0.823652
Sequentiel,256,128,3.9e-05,0.265216,6.80041
Basic,256,128,0.000267,0.265216,0.993318
Atomic,256,128,0.000143,0.132608,0.927329
Partial_reduction,256,128,0.000232,0.132608,0.571586
Reduction,256,128,0.000187,0.132608,0.709134
Sequentiel,256,128,4e-05,0.265216,6.6304
Basic,256,128,0.000168,0.265216,1.57867
Atomic,256,128,0.000138,0.132608,0.960927
Partial_reduction,256,128,0.000131,0.132608,1.01227
Reduction,256,128,0.000178,0.132608,0.744989
Sequentiel,256,128,3.1e-05,0.265216,8.55535
Basic,256,128,0.000292,0.265216,0.908274
Atomic,256,128,0.000146,0.132608,0.908274
Partial_reduction,256,128,0.000152,0.132608,0.872421
Reduction,256,128,0.000278,0.132608,0.477007
Sequentiel,256,128,4.4e-05,0.265216,6.02764
Basic,256,128,0.000183,0.265216,1.44927
Atomic,256,128,0.000148,0.132608,0.896
Partial_reduction,256,128,0.000114,0.132608,1.16323
Reduction,256,128,0.000379,0.132608,0.349889
Sequentiel,256,128,3.4e-05,0.265216,7.80047
Basic,256,128,0.000161,0.265216,1.6473
Atomic,256,128,0.000206,0.132608,0.643728
Partial_reduction,256,128,0.00012,0.132608,1.10507
Reduction,256,128,0.000169,0.132608,0.784663
Sequentiel,256,128,3.3e-05,0.265216,8.03685
Basic,256,128,0.000172,0.265216,1.54195
Atomic,256,128,0.000263,0.132608,0.504213
Partial_reduction,256,128,0.000105,0.132608,1.26293
Reduction,256,128,0.000157,0.132608,0.844637
Sequentiel,1024,512,0.000784,4.20659,5.36555
Basic,1024,512,0.000515,4.20659,8.16814
Atomic,1024,512,0.000891,2.1033,2.3606
Partial_reduction,1024,512,0.000158,2.1033,13.312
Reduction,1024,512,0.000202,2.1033,10.4124
Sequentiel,1024,512,0.000832,4.20659,5.056
Basic,1024,512,0.000501,4.20659,8.39639
Atomic,1024,512,0.000826,2.1033,2.54636
Partial_reduction,1024,512,0.000196,2.1033,10.7311
Reduction,1024,512,0.000222,2.1033,9.47431
Sequentiel,1024,512,0.00065,4.20659,6.47168
Basic,1024,512,0.000478,4.20659,8.8004
Atomic,1024,512,0.000739,2.1033,2.84614
Partial_reduction,1024,512,0.000176,2.1033,11.9505
Reduction,1024,512,0.000286,2.1033,7.35418
Sequentiel,1024,512,0.000817,4.20659,5.14883
Basic,1024,512,0.000753,4.20659,5.58644
Atomic,1024,512,0.000707,2.1033,2.97496
Partial_reduction,1024,512,0.000155,2.1033,13.5697
Reduction,1024,512,0.000201,2.1033,10.4642
Sequentiel,1024,512,0.000629,4.20659,6.68775
Basic,1024,512,0.000572,4.20659,7.35418
Atomic,1024,512,0.000799,2.1033,2.63241
Partial_reduction,1024,512,0.000182,2.1033,11.5566
Reduction,1024,512,0.000368,2.1033,5.71548
Sequentiel,1024,512,0.000627,4.20659,6.70908
Basic,1024,512,0.000535,4.20659,7.86279
Atomic,1024,512,0.000716,2.1033,2.93756
Partial_reduction,1024,512,0.000171,2.1033,12.3
Reduction,1024,512,0.000202,2.1033,10.4124
Sequentiel,1024,512,0.000837,4.20659,5.0258
Basic,1024,512,0.000578,4.20659,7.27784
Atomic,1024,512,0.000722,2.1033,2.91315
